"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"70014","Topeka Metropolitan Transit Authority, dba: Topeka Metro","Topeka","KS","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","88084","Topeka, KS","148956","35","5044166","1520059","488684","1449490","0","8502399","0"
"70015","City of Wichita, dba: Wichita Transit","Wichita","KS","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","95077","Wichita, KS","500231","63","9146030","2654655","772505","2196206","0","14769396","0"
"70016","City of Columbia, dba: GoCOMO","Columbia","MO","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","18937","Columbia, MO","141831","24","3949005","1033004","127914","1689416","0","6799339","0"
"70018","City of Iowa City, dba: Iowa City Transit","Iowa City","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","41590","Iowa City, IA","126810","21","5149728","1587051","289185","700307","0","7726271","2153828"
"70019","University of Iowa","Iowa City","IA","University","Full Reporter","2024","41590","Iowa City, IA","126810","28","2948310","1159246","107229","565542","0","4780327","0"
"70030","City of Coralville, dba: Coralville Transit System","Coralville","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","41590","Iowa City, IA","126810","7","1128017","279569","23449","330719","0","1761754","487046"
"70032","City of St. Joseph, Missouri, dba: St Joseph Transit","Saint Joseph","MO","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","77743","St. Joseph, MO--KS","77187","16","0","0","0","0","6343424","6343424","0"
"70035","Johnson County Kansas, dba: Johnson County Transit","Olathe","KS","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","43912","Kansas City, MO--KS","1674218","109","11924157","1380823","245971","3479679","0","17030630","0"
"70040","City of Joplin, dba: Metro Area Public Transit System","Joplin","MO","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","43399","Joplin, MO","86679","8","0","0","0","0","1336124","1336124","0"
"70041","Ames Transit Agency, dba: CyRide","Ames","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","02062","Ames, IA","66342","62","8932356","2200177","291434","1989016","0","13412983","292639"
"70043","City of Jefferson, dba: JEFFTRAN","Jefferson City","MO","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","42967","Jefferson City, MO","50775","18","0","0","0","0","3245771","3245771","0"
"70044","University of Kansas, dba: KU Transportation Services","Lawrence","KS","University","Full Reporter","2024","48232","Lawrence, KS","94998","21","2075724","409675","369958","447090","0","3302447","0"
"70045","County of Johnson, Iowa, dba: Johnson County SEATS","Iowa City","IA","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","41590","Iowa City, IA","126810","22","3299940","50984","8339","662621","0","4021884","0"
"70046","City of Independence, dba: IndeBus","Independence","MO","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","43912","Kansas City, MO--KS","1674218","12","0","0","0","0","2945361","2945361","0"
"70047","Unified Government of Wyandotte County and Kansas City, KS, dba: RideKC","Kansas City","KS","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","43912","Kansas City, MO--KS","1674218","23","0","0","0","0","5660794","5660794","0"
"70048","City of Lawrence, dba: Lawrence Transit","Lawrence","KS","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","48232","Lawrence, KS","94998","44","7549302","1467734","62920","2023386","0","11103342","0"
"70049","River Bend Transit","Davenport","IA","Private-Non-Profit Corporation","Full Reporter","2024","22366","Davenport, IA--IL","285211","36","3063376","355672","136632","1179990","0","4735670","0"
"70050","Southeast Missouri State University, dba: Southeast Transit Service","Cape Girardeau","MO","University","Reduced Reporter","2024","13537","Cape Girardeau, MO--IL","55546","5","0","0","0","0","196528","196528","0"
"70051","Cape Girardeau County Transit Authority","Cape Girardeau","MO","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","13537","Cape Girardeau, MO--IL","55546","28","0","0","0","0","3091871","3091871","0"
"70052","Senior Citizen Industries, dba: Central Ride Agency of Nebraska","Grand Island","NE","Private-Non-Profit Corporation","Reduced Reporter","2024","34246","Grand Island, NE","55099","15","0","0","0","0","1029134","1029134","0"
"70053","Flint Hills Area Transportation Agency, Inc, dba: ATABUS","Manhattan","KS","Private-Non-Profit Corporation","Reduced Reporter","2024","53848","Manhattan, KS","60454","20","0","0","0","0","3060033","3060033","0"
"70054","County of Sedgwick, dba: Sedgwick County Transportation","Wichita","KS","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","95077","Wichita, KS","500231","7","0","0","0","0","375557","375557","0"
"70055","City of Derby, dba: Derby Dash Public Transportation","Derby","KS","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","95077","Wichita, KS","500231","1","0","0","0","0","141531","141531","0"
"70056","Butler, County of, dba: Butler County Transit Program","El Dorado","KS","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","95077","Wichita, KS","500231","7","0","0","0","0","298491","298491","0"
"70057","Loop Trolley Transportation Development District","Saint Louis","MO","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","77770","St. Louis, MO--IL","2156323","1","243359","378429","2065","214193","0","838046","0"
"70058","Senior Services Inc., dba: Open Plains Transit","Alliance","NE","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"13","0","0","0","0","285637","285637","0"
"70060","Developmental Services of Northwest Kansas, Inc., dba: Access Transportation","Hays","KS","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"11","0","0","0","0","837131","837131","0"
"70062","Thomas County, dba: Thomas County Transportation Van","Colby","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","67844","67844","0"
"70063","Dunklin County Transit Service, Inc.","Malden","MO","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"15","0","0","0","0","835154","835154","0"
"70064","Iowa Northland Regional Council of Governments, dba: Iowa Northland Regional Transportation Authority","Waterloo","IA","MPO, COG or Other Planning Agency","Rural Reporter","2024",,,,"19","0","0","0","0","1608852","1608852","0"
"70066","Heart of Iowa Regional Transit Agency, dba: HIRTA Public Transit","Urbandale","IA","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","02062","Ames, IA","66342","30","2138917","510068","11587","991316","0","3651888","0"
"70067","City of Bloomfield","Bloomfield","MO","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","72280","72280","0"
"70069","Schuyler, dba: Schuyler Public Transit","Schuyler","NE","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"1","0","0","0","0","71308","71308","0"
"70070","Finney County, dba: Finney County Public Transit","Garden City","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"14","0","0","0","0","1237319","1237319","0"
"70072","Morris County, dba: Morris County General Public Transportation","Council Grove","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","167777","167777","0"
"70073","Midland Area Agency, dba: Midland Public Transit","Hastings","NE","Area Agency on Aging","Rural Reporter","2024",,,,"15","0","0","0","0","581261","581261","0"
"70074","City Of Sidney, dba: City of Sidney Public Transportation","Sidney","NE","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","394640","394640","0"
"70076","Blue River AAA, dba: Blue Rivers Public Transportation","Beatrice","NE","Area Agency on Aging","Rural Reporter","2024",,,,"11","0","0","0","0","917136","917136","0"
"70078","Southeast Kansas Community Action Program","Girard","KS","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"16","0","0","0","0","757653","757653","0"
"70079","Grant County, dba: Grant/Arthur Handibus","Hyannis","NE","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"1","0","0","0","0","5641","5641","0"
"70081","Mid-Nebraska Community Action, dba: Reach Your Destination Easily","Kearney","NE","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"38","0","0","0","0","2131188","2131188","0"
"70084","Norton County Senior Citizens, dba: Norton Co Senior Citizens Public Transportation","Norton","KS","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","0","0","0","0","78321","78321","0"
"70085","City of Mount Vernon","Mount Vernon","MO","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"3","0","0","0","0","112844","112844","0"
"70086","Rush County, dba: Rush County Public Transportation","La Crosse","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","81222","81222","0"
"70087","Lincoln County, dba: Lincoln County Public Transportation","Lincoln","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","74110","74110","0"
"70088","Rooks County, dba: Rooks County Health Center","Plainville","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","130931","130931","0"
"70089","City of Bonner Springs, dba: Tiblow Transit","Bonner Springs","KS","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","43912","Kansas City, MO--KS","1674218","4","0","0","0","0","93751","93751","0"
"70091","Southeast Missouri Transportation, Inc.","Fredericktown","MO","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"164","0","0","0","0","8403151","8403151","0"
"70092","City of Marshalltown, dba: Marshalltown Municipal Transit","Marshalltown","IA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","879534","879534","0"
"70094","City of Wakeeney, dba: Wakeeney Public Transportation","Wakeeney","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","79537","79537","0"
"70096","Linn County, dba: Linn County Public Transportation","Mound City","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","135455","135455","0"
"70099","Licking Bridge Builders Senior Center","Licking","MO","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"2","0","0","0","0","82128","82128","0"
"70100","Stratton Industrial Commission, dba: Hitch & Hay Public Transit","Stratton","NE","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"6","0","0","0","0","554085","554085","0"
"70101","City of Muscatine, dba: MuscaBus","Muscatine","IA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"12","0","0","0","0","1099244","1099244","0"
"70102","Decatur County, dba: Decatur County Transportation","Oberlin","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","0","0","0","0","51031","51031","0"
"70103","Jefferson County Service Organization, dba: Jefferson County Public Transportation","Oskaloosa","KS","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"8","0","0","0","0","139132","139132","0"
"70105","City of Smith Center, dba: SC Public Transportation Community Connection","Smith Center","KS","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"4","0","0","0","0","81662","81662","0"
"70106","Ray County Transportation, Inc., dba: Direct Transit","Richmond","MO","Private-Non-Profit Corporation","Rural Reporter","2024",,,,"24","0","0","0","0","1107206","1107206","0"
"70107","City of Alliance, dba: Alliance Public Transit","Alliance","NE","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"5","0","0","0","0","485876","485876","0"
"70108","City of Fort Dodge, dba: Dodger Area Rapid Transit","Fort Dodge","IA","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"18","0","0","0","0","1325149","1325149","0"
