"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"50132","Twin Cities Area Transportation Authority","Benton Harbor","MI","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","07138","Benton Harbor--Lincoln--St. Joseph, MI","61888","20","0","0","0","0","2334915","2334915","0"
"50133","City of Chippewa Falls, dba: Chippewa Falls Shared Ride Taxi","Chippewa Falls","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","26038","Eau Claire, WI","105475","8","0","0","0","0","496522","496522","0"
"50141","Detroit Transportation Corporation, dba: Detroit People Mover","Detroit","MI","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23824","Detroit, MI","3776890","4","5392393","2258397","1580335","6186570","0","15417695","0"
"50142","Steel Valley Regional Transit Authority, dba: Steel Valley RTA","Steubenville","OH","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","84859","Steubenville--Weirton, OH--WV--PA","64981","11","0","0","0","0","1763382","1763382","0"
"50145","City of Kokomo","Kokomo","IN","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","45694","Kokomo, IN","62576","31","2080228","146940","25946","417011","0","2670125","0"
"50146","Madison County Transit District","Pontoon Beach","IL","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","77770","St. Louis, MO--IL","2156323","115","22749709","4640609","834572","3514201","0","31739091","0"
"50148","Blue Water Area Transportation Commission, dba: Blue Water Area Transit","Port Huron","MI","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","71155","Port Huron, MI","82226","213","8443778","2873025","794758","2609357","0","14720918","0"
"50149","Michiana Area Council of Governments","South Bend","IN","MPO, COG or Other Planning Agency","Full Reporter","2023","26794","Elkhart, IN--MI","148199","19","2290544","1270682","105987","708329","0","4375542","0"
"50152","City of Onalaska, dba: DriftLink Public Transit","Onalaska","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","45910","La Crosse, WI--MN","98872","9","0","0","0","0","982248","982248","0"
"50154","Metropolitan Council","Minneapolis","MN","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","57628","Minneapolis--St. Paul, MN","2914866","710","82627537","9951548","3329851","35672444","0","131581380","0"
"50157","Butler County Regional Transit Authority, dba: BCRTA","Hamilton","OH","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16885","Cincinnati, OH--KY","1686744","35","5260329","758482","126785","1913742","0","8059338","571969"
"50158","University of Michigan Parking and Transportation Services","Ann Arbor","MI","University","Full Reporter","2023","02602","Ann Arbor, MI","317689","46","9607157","1883486","404385","1091892","0","12986920","0"
"50159","River Valley Metro Mass Transit District","Bourbonnais","IL","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","43885","Kankakee, IL","66530","17","4530168","1388666","312595","2125495","0","8356924","0"
"50160","County of Washington, dba: Washington County Transit","West Bend","WI","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","57466","Milwaukee, WI","1306795","35","2043560","634454","102815","672604","0","3453433","0"
"50161","Ozaukee County , dba: Ozaukee County Transit","Port Washington","WI","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","57466","Milwaukee, WI","1306795","23","2615478","237861","83415","392745","0","3329499","0"
"50162","City of La Porte, Indiana, dba: TransPorte","La Porte","IN","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","56656","Michigan City--La Porte, IN--MI","71367","5","0","0","0","0","678971","678971","0"
"50163","Licking County, Ohio, dba: Licking County Transit","Newark","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","61705","Newark, OH","81223","20","2757607","381092","45527","674774","0","3859000","0"
"50164","City of Sandusky, dba: Sandusky Transit System","Sandusky","OH","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","78774","Sandusky--Port Clinton, OH","61743","14","0","0","0","0","3504978","3504978","0"
"50165","Greene County Transit Board, dba: Greene CATS Public Transit","Xenia","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","22528","Dayton, OH","674046","19","2264403","506750","62646","798527","0","3632326","0"
"50166","Clermont County, Ohio, dba: Clermont Transportation Connection","Batavia","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","16885","Cincinnati, OH--KY","1686744","33","1985296","201918","60131","439675","0","2687020","413262"
"50167","South Lake County Community Services, Inc., dba: Lake County Community Services, Inc","Crown Point","IN","Private-Non-Profit Corporation","Reduced Reporter","2023","16264","Chicago, IL--IN","8671746","14","0","0","0","0","1157673","1157673","0"
"50169","Miami County, Ohio , dba: Miami County Public Transit","Troy","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","22528","Dayton, OH","674046","18","796207","248764","6360","734810","0","1786141","0"
"50171","Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit","Fond Du Lac","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","30223","Fond du Lac, WI","54731","21","0","0","0","0","1483423","1483423","0"
"50174","City of Danville, dba: Danville Mass Transit","Danville","IL","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","15211","Champaign, IL","147452","12","0","0","0","0","3371037","3371037","0"
"50176","City of DeKalb, dba: City of DeKalb Public Transit","Dekalb","IL","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","22960","DeKalb, IL","64736","33","6638386","778429","62834","764647","0","8244296","0"
"50177","City of Columbus, dba: ColumBus Transit","Columbus","IN","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","19126","Columbus, IN","60982","10","0","0","0","0","2302274","2302274","0"
"50179","Porter County Aging and Community Services, Inc.","Valparaiso","IN","Private-Non-Profit Corporation","Reduced Reporter","2023","16264","Chicago, IL--IN","8671746","7","0","0","0","0","740129","740129","0"
"50180","Livingston County Board of Commissioners, dba: Livingston Essential Transportation Service","Howell","MI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","83332","South Lyon--Hamburg--Genoa, MI","145963","29","0","0","0","0","4606183","4606183","0"
"50182","Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1191","129936184","36005986","3874679","27523340","0","197340189","0"
"50183","City of Valparaiso, dba: Valpo Transit","Valparaiso","IN","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","90095","Valparaiso--Shorewood Forest, IN","51867","12","0","0","0","0","2473721","2473721","0"
"50184","Macatawa Area Express Transportation Authority","Holland","MI","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","39430","Holland, MI","107034","19","3152092","428844","485284","1420033","0","5486253","0"
"50186","Lawrence County Port Authority, dba: Lawrence County Transit","Ironton","OH","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","40753","Huntington, WV--KY--OH","200157","20","0","0","0","0","1132106","1132106","0"
"50191","Mid-Ohio Regional Planning Commission, dba: MORPC Gohio Commute","Columbus","OH","MPO, COG or Other Planning Agency","Full Reporter","2023","19234","Columbus, OH","1567254","23","71506","10100","6100","395873","0","483579","0"
"50193","Michigan Department of Transportation, dba: MichiVan","Lansing","MI","Private Provider Reporting on Behalf of a Public Entity","Full Reporter","2023","23824","Detroit, MI","3776890","172","458200","92197","30039","1169750","0","1750186","0"
"50194","Boone County Council on Aging","Belvidere","IL","Private-Non-Profit Corporation","Reduced Reporter","2023","75718","Rockford, IL","276443","7","0","0","0","0","791245","791245","0"
"50195","City of Shelby, dba: City of Shelby Taxi","Shelby","OH","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","54091","Mansfield, OH","73545","1","0","0","0","0","37764","37764","0"
"50196","Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit","Grand Haven","MI","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","60841","Muskegon--Norton Shores, MI","166414","23","0","0","0","0","3922127","3922127","0"
"50198","Medina County","Medina","OH","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","17668","Cleveland, OH","1712178","24","1803719","117580","59704","933638","0","2914641","0"
"50199","Delaware County Transit Board","Delaware","OH","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","19234","Columbus, OH","1567254","21","2507538","356130","12716","1160797","0","4037181","0"
"50200","County of Warren, dba: Warren County Transit Service","Lebanon","OH","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","16885","Cincinnati, OH--KY","1686744","13","0","0","0","0","862206","862206","0"
"50201","Hancock County Senior Services, dba: RIDE Hancock","Greenfield","IN","Private-Non-Profit Corporation","Reduced Reporter","2023","41212","Indianapolis, IN","1699881","11","0","0","0","0","658537","658537","0"
"50202","City of West Bend, dba: City of West Bend Shared-Ride Taxi","West Bend","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","00055","Wisconsin Non-UZA","2782206","14","0","0","0","0","1277112","1277112","0"
"50204","Jackson County Mass Transit District","Carbondale","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"23","0","0","0","0","2546061","2546061","0"
"50205","City of Mankato , dba: Mankato Transit System","Mankato","MN","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","53983","Mankato, MN","60206","18","0","0","0","0","5015779","5015779","0"
"50207","City of Midland, dba: City of Midland Dial-A-Ride","Midland","MI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","56980","Midland, MI","52340","12","0","0","0","0","2412839","2412839","0"
"50208","Midland County Board of Commissioners, dba: Education and Training Connection","Midland","MI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","56980","Midland, MI","52340","23","0","0","0","0","2930010","2930010","0"
"50209","Central Indiana Regional Transportation Authority","Indianapolis","IN","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","21","457142","170328","46211","666784","0","1340465","0"
"50210","City of Hartford, dba: Hartford City Taxi","Hartford","WI","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","00055","Wisconsin Non-UZA","2782206","2","0","0","0","0","261956","261956","0"
"50211","Rides Mass Transit District","Harrisburg","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"133","0","0","0","0","18239066","18239066","0"
"50212","Stateline Mass Transit District","Rockton","IL","Independent Public Agency or Authority of Transit Service","Separate Service","2023","06760","Beloit, WI--IL","63073","0","0","0","0","225257","0","225257","1582373"
"50213","M-1 Rail, dba: QLINE Detroit","Detroit","MI","Private-Non-Profit Corporation","Full Reporter","2023","23824","Detroit, MI","3776890","4","3218464","2041409","1700916","3219518","0","10180307","0"
"50215","Voluntary Action Center","Sycamore","IL","Private-Non-Profit Corporation","Reduced Reporter","2023","22960","DeKalb, IL","64736","20","0","0","0","0","2192481","2192481","0"
"50217","Iosco Transit Corporation","East Tawas","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","591626","591626","0"
"50219","City of  Ottawa, dba: North Central Area Transit","Ottawa","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"20","0","0","0","0","2253158","2253158","0"
"50220","City of Shawano, dba: Shawano City Cab","Shawano","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","362258","362258","0"
"50221","Bond County, dba: Bond County Transit","Greenville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"15","0","0","0","0","654572","654572","0"
"50223","CRIS Rural Mass Transit District","Danville","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"19","0","0","0","0","1581342","1581342","0"
"50224","Caro Transit Authority","Caro","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"15","0","0","0","0","1547338","1547338","0"
"50225","Arenac Public Transit Authority, dba: Arenac County Transit","Twining","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"10","0","0","0","0","815889","815889","0"
"50226","Dunn County Transit Commission",,"WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"4","0","0","0","0","580459","580459","0"
"50227","Shiawassee Area Transportation Agency","Owosso","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"16","0","0","0","0","1462976","1462976","0"
"50229","City of Richland Center, dba: Richland Center Transit","Richland Center","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","229424","229424","0"
"50230","Boone County Senior Services, Inc., dba: Boone Area Transit System","Lebanon","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"12","0","0","0","0","837840","837840","0"
"50231","Rainbow Rider Transit Board, dba: Rainbow Rider Transit","Lowry","MN","MPO, COG or Other Planning Agency","Rural Reporter","2023",,,,"36","0","0","0","0","3786736","3786736","0"
"50232","City of Macomb, dba: McDonough County Public Transportation","Macomb","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"38","0","0","0","0","2575758","2575758","0"
"50233","Thunderbay Transportation Authority","Alpena","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"28","0","0","0","0","1953765","1953765","0"
"50234","Carroll County, dba: Carroll County Transit","Mount Carroll","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","0","0","0","0","819024","819024","0"
"50235","City of Monroe, dba: Monroe Cab Company","Monroe","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","397980","397980","0"
"50237","Rock Island County, dba: RIM Rural Transit","Rock Island","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","574213","574213","0"
"50239","City of Black River Falls, dba: Black River Falls Public Transit","Black River Falls","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","301703","301703","0"
"50240","Schoolcraft Transit Authority","Manistique","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"9","0","0","0","0","1011419","1011419","0"
"50241","Eastern Upper Peninsula Transportation Authority","Sault Sainte Marie","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"12","0","0","0","0","5032079","5032079","0"
"50242","Roscommon County Transportation Authority","Prudenville","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"24","0","0","0","0","2410887","2410887","0"
"50244","Isabella County Transportation Commission, dba: IRide","Mt. Pleasant","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"40","0","0","0","0","6372067","6372067","0"
"50246","Marshall County Council on Aging , dba: Marshall County Public Transit","Plymouth","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"9","0","0","0","0","555495","555495","0"
"50248","Steuben County Council on Aging, dba: STAR Public Transportation","Angola","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"4","0","0","0","0","490801","490801","0"
"50249","City of Richmond, dba: RoseView Transit","Richmond","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","1143365","1143365","0"
"50250","Lee County, dba: Lee-Ogle Transportation System","Dixon","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"26","0","0","0","0","2655597","2655597","0"
"50252","Macoupin County, dba: Macoupin County Public Transit","Carlinville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"36","0","0","0","0","1243241","1243241","0"
"50253","Grundy County, dba: Grundy Transit System","Morris","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","755856","755856","0"
"50255","Carroll County Transit","Carrollton","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"12","0","0","0","0","1045535","1045535","0"
"50256","Access Johnson County","Franklin","IN","Private-Non-Profit Corporation","Reduced Reporter","2023","41212","Indianapolis, IN","1699881","16","0","0","0","0","1639420","1639420","0"
"50257","City of Marshfield, dba: Marshfield Transit","Marshfield","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"11","0","0","0","0","1039737","1039737","0"
"50258","City of Quincy, dba: Quincy Transit","Quincy","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"17","0","0","0","0","3482494","3482494","0"
"50260","Eaton County Transportation Authority","Charlotte","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"22","0","0","0","0","2414660","2414660","0"
"50262","Morris, City of, dba: Morris Transit","Morris","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","511506","511506","0"
"50263","Bureau County, dba: Bureau Putnam Area Rural Transit","Princeton","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"22","0","0","0","0","1499952","1499952","0"
"50265","Marshall, City of","Marshall","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","365143","365143","0"
"50266","City of Viroqua, dba: Viroqua Shared Ride Taxi Service","Viroqua","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","484184","484184","0"
"50268","City of Hillsdale","Hillsdale","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","344203","344203","0"
"50269","Champaign County, dba: Champaign-County Area Rural Transit System","Urbana","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","0","0","0","0","914618","914618","0"
"50272","Madison County Council of Governments, dba: Transportation for Rural Areas of Madison County","Anderson","IN","MPO, COG or Other Planning Agency","Rural Reporter","2023",,,,"3","0","0","0","0","464160","464160","0"
"50275","Knox Area Transit","Mount Vernon","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"31","0","0","0","0","2590272","2590272","0"
"50276","Four Rivers Resource Services, dba: Ride Solution","Loogootee","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"48","0","0","0","0","2979489","2979489","0"
"50277","Village of Plover, dba: Plover Taxi Service","Plover","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","261616","261616","0"
"50278","Athens Transit, dba: Athens Public Transit","Glouster","OH","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"18","0","0","0","0","2375353","2375353","0"
"50280","Rush County Senior Services , dba: Ride Rush Public Transportation","Rushville","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"4","0","0","0","0","292744","292744","0"
"50281","Cass County Council on Aging , dba: Cass Area Transit","Logansport","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"20","0","0","0","0","1719423","1719423","0"
"50282","Kalkaska Public Transit Authority, dba: Kalkaska Area Transit","Kalkaska","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"18","0","0","0","0","1138918","1138918","0"
"50283","Warren County, dba: Warren County Public Transportation","Monmouth","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","842940","842940","0"
"50284","Champaign Transit System","Urbana","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","577584","577584","0"
"50285","Cheboygan County Board of Commissioners, dba: Cheboygan County BOC Straits Regional Ride","Cheboygan","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"12","0","0","0","0","989026","989026","0"
"50286","Grant County, dba: Grant County Taxi Service","Lancaster","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"1","0","0","0","0","63787","63787","0"
"50289","Cardinal Services , dba: Kosciusko Area Bus Service","Warsaw","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"9","0","0","0","0","799838","799838","0"
"50290","City of Ripon, dba: Ripon Shared Ride Taxi","Ripon","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","401319","401319","0"
"50291","Village of Prairie du Sac, dba: Sauk Prairie Taxi","Prairie Du Sac","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","167725","167725","0"
"50292","Bowling Green Transit, dba: BG Transit","Bowling Green","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","638102","638102","0"
"50293","Monroe County Public Transportation","Woodsfield","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"15","0","0","0","0","545250","545250","0"
"50295","Rusk County Transit Commission","Ladysmith","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"16","0","0","0","0","1356724","1356724","0"
"50297","Kanabec County, dba: Timber Trails Public Transit","Mora","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","697266","697266","0"
"50298","Ottawa County Transportation Agency, dba: OCTA Public Transit","Oak Harbor","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"17","0","0","0","0","1795254","1795254","0"
"50301","Henry County, dba: Henry County Public Transportation","Cambridge","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","0","0","0","0","656956","656956","0"
"50302","City of Washington, dba: Washington Transit System","Washington","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"1","0","0","0","0","130370","130370","0"
"50303","City of River Falls, dba: River Falls Taxi Service","River Falls","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","268524","268524","0"
"50304","Fulton County, dba: Fulton County Rural Transit","Lewistown","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","568205","568205","0"
"50305","LaGrange County Council on Aging , dba: LaGrange County Area Transit","Lagrange","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"9","0","0","0","0","1137572","1137572","0"
"50307","LifeStream Services , dba: The New Interurban","Yorktown","IN","Area Agency on Aging","Rural Reporter","2023",,,,"14","0","0","0","0","1290366","1290366","0"
"50308","Area 10 Council on Aging of Monroe County, dba: Rural Transit","Ellettsville","IN","Area Agency on Aging","Rural Reporter","2023",,,,"12","0","0","0","0","1471103","1471103","0"
"50310","Cass County Transportation Authority","Cassopolis","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"9","0","0","0","0","493844","493844","0"
"50313","Charlevoix County Board of Commissioners","Charlevoix","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"18","0","0","0","0","1838299","1838299","0"
"50314","Clinton Area Transit System, dba: My Blue Bus","Saint Johns","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"25","0","0","0","0","3988703","3988703","0"
"50315","Shawnee Mass Transit District, dba: Shawnee Mass Transit","Vienna","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"43","0","0","0","0","4901558","4901558","0"
"50316","Wilmington Transit System","Wilmington","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"21","0","0","0","0","1805149","1805149","0"
"50318","City of Baraboo, dba: Baraboo Transit","Baraboo","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","644777","644777","0"
"50319","City of Watertown, dba: Watertown Transit","Watertown","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","845197","845197","0"
"50321","Volunteer Interfaith Network Effort, dba: Vine Faith in Action","Mankato","MN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"5","0","0","0","0","757140","757140","0"
"50322","Brainerd, City of, dba: Brainerd & Crow Wing Public Transit","Brainerd","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","1525326","1525326","0"
"50324","LifeTime Resources , dba: Catch-a-Ride","Dillsboro","IN","Area Agency on Aging","Rural Reporter","2023",,,,"20","0","0","0","0","1831556","1831556","0"
"50326","Geauga County Transit, dba: Geauga Transit","Chardon","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"11","0","0","0","0","667286","667286","0"
"50327","South Central Illinois Mass Transit District, dba: South Central Transit","Centralia","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"110","0","0","0","0","11032715","11032715","0"
"50328","Kankakee County, dba: SHOW BUS Public Transportation, NFP","Kankakee","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","754042","754042","0"
"50329","Woodford County, dba: We Care, Inc.","Eureka","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","0","0","0","0","509360","509360","0"
"50330","DeKalb County Council on Aging , dba: Dekalb Area Rural Transit","Auburn","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","0","0","0","0","671090","671090","0"
"50332","Hibbing, City of, dba: Hibbing Area Transit","Hibbing","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","451352","451352","0"
"50334","Prairie Five CAC, Inc., dba: Prairie Five Rides","Montevideo","MN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"29","0","0","0","0","2688604","2688604","0"
"50335","Greater Lapeer Transportation Authority","Lapeer","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"27","0","0","0","0","2167892","2167892","0"
"50336","City of Waupaca, dba: Waupaca Taxi","Waupaca","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","524997","524997","0"
"50337","Branch Area Transit Authority","Coldwater","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"13","0","0","0","0","1925937","1925937","0"
"50338","McLean County, dba: SHOW BUS Public Transportation, NFP","Bloomington","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"27","0","0","0","0","2143807","2143807","0"
"50339","Monroe Randolph Transit District","Sparta","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"11","0","0","0","0","889810","889810","0"
"50340","Otsego County Board of Commissioners","Gaylord","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","0","0","0","0","1328962","1328962","0"
"50341","South East Area Transit","Zanesville","OH","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"31","0","0","0","0","7493846","7493846","0"
"50342","Hendricks County Sycamore Services, dba: LINK Hendricks County; Morgan County CONNECT","Danville","IN","Private-Non-Profit Corporation","Full Reporter","2023","41212","Indianapolis, IN","1699881","26","989079","64530","8339","467549","0","1529497","0"
"50343","Perry County Transit","New Lexington","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"29","0","0","0","0","2156496","2156496","0"
"50344","Ogemaw County Board of Commissioners","West Branch","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"12","0","0","0","0","1062592","1062592","0"
"50345","Effingham County, dba: Effingham County Public Transportation","Effingham","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","783491","783491","0"
"50346","Sanilac County Board of Commissioners","Sandusky","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"16","0","0","0","0","1825875","1825875","0"
"50347","Blue River Services , dba: Southern Indiana Transit System","Corydon","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"11","0","0","0","0","894531","894531","0"
"50349","Winona, City of, dba: Winona Transit Service","Winona","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","0","0","0","0","1238069","1238069","0"
"50350","City of Waupun, dba: Waupun Taxi","Waupun","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"2","0","0","0","0","177794","177794","0"
